"","hit","worker","seconds","image","age","born","died","findings","group","study","comments"
"258","3E24UO25QZQAEW4TPY2Y963VIF96OW","A9KPCMO1J1LQF",912,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y11pdf.png",4712,"3/16/1967","2/8/1980","chronic interstitial pneumonia/arteriosclerosis","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"259","30F94FBDNRKWX0QWH655EWVAVO0BT7","A2653BIPJKEMRK",807,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y14pdf.png",5770,"8/22/1967","6/9/1983","metastatic adrenal cortical carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"260","30F94FBDNRKWX0QWH655EWVAVO0BT7","A27IABVBUZ9X8Z",82,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y14pdf.png",5770,"8/22/1967","6/9/1983","metastatic adrenal cortical carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"261","30F94FBDNRKWX0QWH655EWVAVO0BT7","ABOEYY9Y0PFRI",1426,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y14pdf.png",5770,"8/22/1967","6/9/1983","metastatic adrenal cortical carcinoma","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"262","3T5ZXGO9DEOFNI1K6GRDV9RQ2KNQZE","A2653BIPJKEMRK",1168,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y15pdf.png",4123,"8/22/1967","12/5/1978","granulomatous enteritis","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"263","3T5ZXGO9DEOFNI1K6GRDV9RQ2KNQZE","A9KPCMO1J1LQF",865,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y15pdf.png",4123,"8/22/1967","12/5/1978","granulomatous enteritis","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"264","3T5ZXGO9DEOFNI1K6GRDV9RQ2KNQZE","A3RR85PK3AV9TU",66,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y15pdf.png",4123,"8/22/1967","12/5/1978","granulomatous enteritis","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"265","3QD8LUVX4XY1P1I7L6FP0DGOYO25XJ","AVC62JNYAXA45",53,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y16pdf.png",6764,"8/22/1967","2/27/1986","suppurative hepatitis (hepatic abscess)","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"266","3QD8LUVX4XY1P1I7L6FP0DGOYO25XJ","AO0CQ0WT4FT7T",766,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y16pdf.png",6764,"8/22/1967","2/27/1986","suppurative hepatitis (hepatic abscess)","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"267","3QD8LUVX4XY1P1I7L6FP0DGOYO25XJ","A2VRQML8Q3XYP4",40,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y16pdf.png",6764,"8/22/1967","2/27/1986","supporative hepatitis (hepatic abscess)","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"268","3CMIQF80GNQDZ8H94BU2YBYVXGR6Q4","ARLSOH5YMGJGN",1814,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y17pdf.png",5811,"8/22/1967","7/20/1983","hepatocellular carcinoma/liver failure","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"269","3CMIQF80GNQDZ8H94BU2YBYVXGR6Q4","A34WAR0H85FL2K",1371,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y17pdf.png",5811,"8/22/1967","7/20/1983","hepatocellular carcinoma/liver failure","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"270","3CMIQF80GNQDZ8H94BU2YBYVXGR6Q4","A1NJ1IJLKAS0Y4",929,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D05Y17pdf.png",5811,"8/22/1967","7/20/1983","hepatocellular carcinoma/liver failure","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"271","33EEIIWHK77YEYWA5J2AA3EUE9HQVE","A25WNYPSSDNEVE",518,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D0Y13pdf.png",5825,"8/22/1967","8/3/1983","undetermined","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"272","33EEIIWHK77YEYWA5J2AA3EUE9HQVE","AR20RBERHIPN8",75,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D0Y13pdf.png",5825,"8/22/1967","8/3/1983","undetermined","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"273","33EEIIWHK77YEYWA5J2AA3EUE9HQVE","A3HSMUPSPOKD0M",1127,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D0Y13pdf.png",5825,"8/22/1967","8/3/1983","undetermined","2 1 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"274","3O4VWC1GEW6XG2QEQJCVU7AP9UW3J3","A34WAR0H85FL2K",211,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F01pdf.png",2,"12/20/1963","12/22/1963","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"275","3O4VWC1GEW6XG2QEQJCVU7AP9UW3J3","AZ4NM6ZXTGT0",1311,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F01pdf.png",2,"12/20/1963","12/22/1963","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"276","3O4VWC1GEW6XG2QEQJCVU7AP9UW3J3","A1RX2JBV4VGZ65",263,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F01pdf.png",2,"12/20/1963","12/22/1963","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","The findings section was blank (not even 'not available was there')!"
"277","36AZSFEYZ40BASULM15KFEJVS9GBVN","ASB8T0H7L99RF",1980,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F02pdf.png",3454,"12/20/1963","6/4/1973","hyperadrenalcorticism","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"278","36AZSFEYZ40BASULM15KFEJVS9GBVN","A25WNYPSSDNEVE",1017,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F02pdf.png",3454,"12/20/1963","6/4/1973","","","2","{}"
"279","36AZSFEYZ40BASULM15KFEJVS9GBVN","A110KENBXU7SUJ",38,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F02pdf.png",3454,"12/20/1963","6/4/1973","hyperadrenalcorticism","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"280","3S8A4GJRD3354GDQQAOC4YX3E74V6J","A1VWA8PZEGTZ9I",132,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F03pdf.png",395,"12/20/1963","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"281","3S8A4GJRD3354GDQQAOC4YX3E74V6J","A9KPCMO1J1LQF",701,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F03pdf.png",395,"12/20/1963","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"282","3S8A4GJRD3354GDQQAOC4YX3E74V6J","A1FBO95OVBYOH1",1506,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F03pdf.png",395,"12/20/1963","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"283","3CO05SML7V5IXYAUF13LU0Y9GZ6R0O","A3RYH6OUH7BJ4Z",103,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F06pdf.png",0,"5/24/1964","5/27/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"284","3CO05SML7V5IXYAUF13LU0Y9GZ6R0O","A1ET2J1PIP0RGO",971,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F06pdf.png",0,"5/24/1964","5/24/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"285","3CO05SML7V5IXYAUF13LU0Y9GZ6R0O","AJVGW8ZY3SWE4",509,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F06pdf.png",0,"5/24/1964","5/24/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"286","39O6Z4JLX2XINVXMRXX24BANBB3XVF","A2W547SNOCMC25",42,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F07pdf.png",2,"5/24/1964","5/26/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"287","39O6Z4JLX2XINVXMRXX24BANBB3XVF","A3ITZNJQUTIZ4C",71,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F07pdf.png",2,"5/24/1964","5/26/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"288","39O6Z4JLX2XINVXMRXX24BANBB3XVF","ARQ9DY4UL4WJ4",1893,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F07pdf.png",2,"5/24/1964","5/26/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"289","31S7M7DAGGQ8A9C88JUZSZRF7IETLC","AJVGW8ZY3SWE4",44,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F08pdf.png",4,"5/24/1964","5/28/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"290","31S7M7DAGGQ8A9C88JUZSZRF7IETLC","A16TESTJICU76L",1421,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F08pdf.png",4,"5/24/1964","5/28/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","Nothing in Findings"
"291","31S7M7DAGGQ8A9C88JUZSZRF7IETLC","A3IA77UHAVA83X",413,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F08pdf.png",4,"5/24/1964","5/28/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","FINDINGS field in the image is blank (no entry) so I've left the field on the HIT blank as well."
"292","3BAWBGQGYLZO8GRV9KT4ACXZ9IOV7I","A2W547SNOCMC25",88,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F09pdf.png",240,"5/24/1964","1/19/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"293","3BAWBGQGYLZO8GRV9KT4ACXZ9IOV7I","AVC62JNYAXA45",822,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F09pdf.png",240,"5/24/1964","1/19/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"294","3BAWBGQGYLZO8GRV9KT4ACXZ9IOV7I","ARX0S1CIDJLOX",2149,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F09pdf.png",240,"5/24/1964","1/19/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"295","3K2CEDRACB1SGRUT8VVESC647N4TME","ARQ9DY4UL4WJ4",577,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F10pdf.png",4363,"5/24/1964","5/4/1976","metastatic mammary carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"296","3K2CEDRACB1SGRUT8VVESC647N4TME","A2APPZDU0VS9LN",41,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F10pdf.png",4363,"5/24/1964","5/4/1976","metastatic mammary carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"297","3K2CEDRACB1SGRUT8VVESC647N4TME","A32PNTIGJF38XQ",1142,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10F10pdf.png",4363,"5/24/1964","5/4/1976","metastatic mammary carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"298","3QI9WAYOGQBPCOWMWFJ7TBDWF4C6ST","AG0X3PQK2FWQJ",1633,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10M04pdf.png",4993,"12/20/1963","8/21/1977","metastatic renal carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"299","3QI9WAYOGQBPCOWMWFJ7TBDWF4C6ST","AR20RBERHIPN8",47,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10M04pdf.png",4993,"12/20/1963","8/21/1977","metastatic renal carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"300","3QI9WAYOGQBPCOWMWFJ7TBDWF4C6ST","A1OQIXAU1SEJ4P",320,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10M04pdf.png",4993,"12/20/1963","8/21/1977","metastatic renal carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"301","39WICJI5ATSNGHVI85FHI1YFSSA3ZP","A29374NDYXSCWB",1182,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10M05pdf.png",5247,"12/20/1963","5/2/1978","urethral stricture secondary to prostatectomy","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"302","39WICJI5ATSNGHVI85FHI1YFSSA3ZP","A2W547SNOCMC25",62,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10M05pdf.png",5247,"12/20/1963","5/2/1978","urethral stricture secondary to prostatectomy","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"303","39WICJI5ATSNGHVI85FHI1YFSSA3ZP","AJVGW8ZY3SWE4",84,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000267D10M05pdf.png",5247,"12/20/1963","5/2/1978","urethral stricture secondary to prostatectomy","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"304","3AFT28WXLF2Q7GZURZBN69T0R63IO1","A110KENBXU7SUJ",44,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F11pdf.png",4069,"5/24/1964","7/15/1975","metastatic pulmonary adenocarcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"305","3AFT28WXLF2Q7GZURZBN69T0R63IO1","A150CIC6SJN8JC",75,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F11pdf.png",4069,"5/24/1964","7/15/1975","metastatic pulmonary adenocarcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"306","3AFT28WXLF2Q7GZURZBN69T0R63IO1","A34M93NJC830DP",52,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F11pdf.png",4069,"5/24/1964","7/15/1975","metastatic pulmonary adenocarcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"307","38VTL6WC4ADQP68HQ21RJRNX0UW5YP","ANUXUJE8QRE0C",143,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F13pdf.png",0,"6/17/1964","6/17/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"308","38VTL6WC4ADQP68HQ21RJRNX0UW5YP","A2APPZDU0VS9LN",54,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F13pdf.png",0,"6/17/1964","6/17/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"309","38VTL6WC4ADQP68HQ21RJRNX0UW5YP","ADJ9I7ZBFYFH7",32,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F13pdf.png",0,"6/17/1964","6/17/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","No FINDINGS"
"310","32L724R85LK8SGBV6ZO2V9YQ1BZIPI","A3IA77UHAVA83X",53,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F14pdf.png",0,"6/17/1964","6/17/1964","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"311","32L724R85LK8SGBV6ZO2V9YQ1BZIPI","A2VRQML8Q3XYP4",23,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F14pdf.png",0,"6/17/1964","6/17/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"312","32L724R85LK8SGBV6ZO2V9YQ1BZIPI","A3RYI5HXC2MJLN",1649,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F14pdf.png",61764,"10/14/19","6/17/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"313","3DW3BNF1GHIS8UWEJPLAOCTUK2UV85","A1NJ1IJLKAS0Y4",90,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F17pdf.png",5027,"7/5/1964","4/10/1978","accidental (aspirated glycerol when treated for glaucoma-- led to aspiration pneumonia)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"314","3DW3BNF1GHIS8UWEJPLAOCTUK2UV85","A110KENBXU7SUJ",1036,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F17pdf.png",5027,"7/5/1964","4/10/1978","accidental (aspirated glycerol when treated for glaucoma-- led to aspirational pneumonia)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"315","3DW3BNF1GHIS8UWEJPLAOCTUK2UV85","AVC62JNYAXA45",656,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F17pdf.png",5027,"7/5/1964","4/10/1978","accidental (aspirated glycerol when treated for glaucoma-- led to aspiration pneumonia)","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"316","3SNR5F7R92T4VPM5XL8R1XZMN4XEIT","AJVGW8ZY3SWE4",43,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F18pdf.png",5490,"7/5/1964","7/17/1979","bronchogenic carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"317","3SNR5F7R92T4VPM5XL8R1XZMN4XEIT","A3KCWV8TW3Q71L",178,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F18pdf.png",5490,"7/5/1964","7/17/1979","bronchogenic carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"318","3SNR5F7R92T4VPM5XL8R1XZMN4XEIT","AG0X3PQK2FWQJ",135,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F18pdf.png",5490,"7/5/1964","7/17/1979","bronchogenic carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"319","3ZC62PVYDHAARK2HRCYKSW78RMBXXI","A32QBXDPHHSTOD",1991,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F22pdf.png",4559,"8/11/1964","2/3/1977","metastatic mammary carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"320","3ZC62PVYDHAARK2HRCYKSW78RMBXXI","A2MCG5W6LHSRG9",1330,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F22pdf.png",4559,"8/11/1964","2/3/1977","metastatic mammary carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"321","3ZC62PVYDHAARK2HRCYKSW78RMBXXI","AR20RBERHIPN8",36,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F22pdf.png",4559,"8/11/1964","2/3/1977","metastatic mammary carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"322","337F8MIIMZDBWS8W4P78M7NZOLN40J","A1G94QON7A9K0N",1449,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F23pdf.png",0,"8/11/1964","8/11/1964","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"323","337F8MIIMZDBWS8W4P78M7NZOLN40J","ABOEYY9Y0PFRI",283,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F23pdf.png",0,"8/11/1964","8/11/1964","not available","3 4 uci/kg total ingested with food (in-utero to 5?? days)","2 davis-1961 strontium-90, dietary","Date of death, age, and findings were not given.  I could not read how many day in-utero except for the first digit."
"324","337F8MIIMZDBWS8W4P78M7NZOLN40J","AJVGW8ZY3SWE4",591,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F23pdf.png",0,"8/11/1964","8/11/1964","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"325","3UQ1LLR26A83VDDZ2J3IXU1NJTTLAJ","ADJ9I7ZBFYFH7",705,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F24pdf.png",160,"8/11/1964","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"326","3UQ1LLR26A83VDDZ2J3IXU1NJTTLAJ","AVC62JNYAXA45",198,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F24pdf.png",160,"8/11/1964","1/18/1965","not available","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"327","3UQ1LLR26A83VDDZ2J3IXU1NJTTLAJ","A7TP8TTJ88Y0R",351,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F24pdf.png",160,"8/11/1964","1/18/1965","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"328","304QEQWKZPKF0LIEN9MH05T45CMO0C","A3RYI5HXC2MJLN",1723,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F25pdf.png",4628,"8/11/1964","6/6/1977","metastatic adrenal carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"329","304QEQWKZPKF0LIEN9MH05T45CMO0C","A25CAT0W9W97Z8",824,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F25pdf.png",4582,"8/11/1964","6/6/1977","metastatic adrenal carinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"330","304QEQWKZPKF0LIEN9MH05T45CMO0C","A1G94QON7A9K0N",608,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F25pdf.png",4582,"8/11/1964","6/6/1977","metastatic adrenal carcinoma","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"331","37VUR2VJ6APEYL6TTNHQJAIXLQAC17","AYG3MF094634L",223,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F29pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"332","37VUR2VJ6APEYL6TTNHQJAIXLQAC17","A2VRQML8Q3XYP4",21,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F29pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"333","37VUR2VJ6APEYL6TTNHQJAIXLQAC17","AO0CQ0WT4FT7T",1336,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F29pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"334","3BAKUKE49HCI4NVCBK7L85HJLRCR1R","AJVGW8ZY3SWE4",614,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F30pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"335","3BAKUKE49HCI4NVCBK7L85HJLRCR1R","AHZPOM46IUJ2N",104,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F30pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"336","3BAKUKE49HCI4NVCBK7L85HJLRCR1R","A31O5XYX80XD21",1627,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F30pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"337","3HO4MYYR12O5R1OQLKE78CVK01X6U9","A1FBO95OVBYOH1",32,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F31pdf.png",2,"9/19/1964","9/21/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"338","3HO4MYYR12O5R1OQLKE78CVK01X6U9","A2F0NZQ8F9ON8C",220,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F31pdf.png",2,"9/19/1964","9/21/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
"339","3HO4MYYR12O5R1OQLKE78CVK01X6U9","A3RYH6OUH7BJ4Z",1816,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F31pdf.png",2,"9/19/1964","9/21/1964","","3","2 davis-1961 strontium-90, dietary","{}"
"340","3ZQA3IO31BRF7A3WJSQHEACEA4SO1F","A3RR85PK3AV9TU",31,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000268D10F32pdf.png",1,"9/19/1964","9/20/1964","","3 4 uci/kg total ingested with food (in-utero to 540 days)","2 davis-1961 strontium-90, dietary","{}"
