"o","l","source","analysis"
9.31,0.00673112394530454,"LSS likelihood","original"
9.32,0.00672531039699896,"LSS likelihood","original"
9.33,0.00671951339552158,"LSS likelihood","original"
9.34,0.00671373287260297,"LSS likelihood","original"
9.35,0.00670796876033922,"LSS likelihood","original"
9.36,0.00670222099118973,"LSS likelihood","original"
9.37,0.00669648949797463,"LSS likelihood","original"
9.38,0.00669077421387267,"LSS likelihood","original"
9.39,0.00668507507241863,"LSS likelihood","original"
9.4,0.0066793920075012,"LSS likelihood","original"
9.41,0.00667372495336049,"LSS likelihood","original"
9.42,0.00666807384458591,"LSS likelihood","original"
9.43,0.00666243861611381,"LSS likelihood","original"
9.44,0.00665681920322529,"LSS likelihood","original"
9.45,0.00665121554154385,"LSS likelihood","original"
9.46,0.00664562756703329,"LSS likelihood","original"
9.47,0.00664005521599555,"LSS likelihood","original"
9.48,0.00663449842506827,"LSS likelihood","original"
9.49,0.00662895713122301,"LSS likelihood","original"
9.5,0.00662343127176269,"LSS likelihood","original"
9.51,0.00661792078431982,"LSS likelihood","original"
9.52,0.00661242560685411,"LSS likelihood","original"
9.53,0.00660694567765058,"LSS likelihood","original"
9.54,0.00660148093531725,"LSS likelihood","original"
9.55,0.00659603131878333,"LSS likelihood","original"
9.56,0.0065905967672969,"LSS likelihood","original"
9.57,0.00658517722042308,"LSS likelihood","original"
9.58,0.00657977261804186,"LSS likelihood","original"
9.59,0.0065743829003463,"LSS likelihood","original"
9.6,0.00656900800784019,"LSS likelihood","original"
9.61,0.00656364788133645,"LSS likelihood","original"
9.62,0.00655830246195486,"LSS likelihood","original"
9.63,0.00655297169112043,"LSS likelihood","original"
9.64,0.00654765551056104,"LSS likelihood","original"
9.65,0.00654235386230595,"LSS likelihood","original"
9.66,0.00653706668868359,"LSS likelihood","original"
9.67,0.00653179393231992,"LSS likelihood","original"
9.68,0.00652653553613626,"LSS likelihood","original"
9.69,0.00652129144334769,"LSS likelihood","original"
9.7,0.00651606159746103,"LSS likelihood","original"
9.71,0.00651084594227315,"LSS likelihood","original"
9.72,0.00650564442186904,"LSS likelihood","original"
9.73,0.00650045698061996,"LSS likelihood","original"
9.74,0.00649528356318183,"LSS likelihood","original"
9.75,0.00649012411449322,"LSS likelihood","original"
9.76,0.00648497857977377,"LSS likelihood","original"
9.77,0.00647984690452238,"LSS likelihood","original"
9.78,0.00647472903451536,"LSS likelihood","original"
9.79,0.00646962491580484,"LSS likelihood","original"
9.8,0.00646453449471705,"LSS likelihood","original"
9.81,0.00645945771785044,"LSS likelihood","original"
9.82,0.00645439453207427,"LSS likelihood","original"
9.83,0.00644934488452664,"LSS likelihood","original"
9.84,0.00644430872261299,"LSS likelihood","original"
9.85,0.00643928599400452,"LSS likelihood","original"
9.86,0.00643427664663626,"LSS likelihood","original"
9.87,0.0064292806287058,"LSS likelihood","original"
9.88,0.00642429788867138,"LSS likelihood","original"
9.89,0.00641932837525035,"LSS likelihood","original"
9.9,0.00641437203741775,"LSS likelihood","original"
9.91,0.00640942882440454,"LSS likelihood","original"
9.92,0.00640449868569604,"LSS likelihood","original"
9.93,0.00639958157103039,"LSS likelihood","original"
9.94,0.00639467743039713,"LSS likelihood","original"
9.95,0.00638978621403549,"LSS likelihood","original"
9.96,0.0063849078724329,"LSS likelihood","original"
9.97,0.00638004235632349,"LSS likelihood","original"
9.98,0.00637518961668665,"LSS likelihood","original"
9.99,0.00637034960474545,"LSS likelihood","original"
10,0.00636552227196514,"LSS likelihood","original"
-2,0.000103599311887231,"Radiobiological prior","original"
-1.99,0.000101216904424889,"Radiobiological prior","original"
-1.98,9.88685817137075e-05,"Radiobiological prior","original"
-1.97,9.65542951536732e-05,"Radiobiological prior","original"
-1.96,9.42739901864731e-05,"Radiobiological prior","original"
-1.95,9.20276062337124e-05,"Radiobiological prior","original"
-1.94,8.98150766371635e-05,"Radiobiological prior","original"
-1.93,8.76363286011264e-05,"Radiobiological prior","original"
-1.92,8.54912831370665e-05,"Radiobiological prior","original"
-1.91,8.33798550106328e-05,"Radiobiological prior","original"
-1.9,8.13019526911956e-05,"Radiobiological prior","original"
-1.89,7.92574783040269e-05,"Radiobiological prior","original"
-1.88,7.72463275852556e-05,"Radiobiological prior","original"
-1.87,7.52683898397681e-05,"Radiobiological prior","original"
-1.86,7.332354790214e-05,"Radiobiological prior","original"
-1.85,7.14116781007758e-05,"Radiobiological prior","original"
-1.84,6.95326502254035e-05,"Radiobiological prior","original"
-1.83,6.76863274980314e-05,"Radiobiological prior","original"
-1.82,6.58725665475725e-05,"Radiobiological prior","original"
-1.81,6.40912173882119e-05,"Radiobiological prior","original"
-1.8,6.23421234017406e-05,"Radiobiological prior","original"
-1.79,6.06251213239465e-05,"Radiobiological prior","original"
-1.78,5.89400412352481e-05,"Radiobiological prior","original"
-1.77,5.72867065557032e-05,"Radiobiological prior","original"
-1.76,5.56649340445582e-05,"Radiobiological prior","original"
-1.75,5.40745338044755e-05,"Radiobiological prior","original"
-1.74,5.25153092905976e-05,"Radiobiological prior","original"
-1.73,5.09870573245942e-05,"Radiobiological prior","original"
-1.72,4.9489568113848e-05,"Radiobiological prior","original"
-1.71,4.80226252759011e-05,"Radiobiological prior","original"
-1.7,4.65860058683446e-05,"Radiobiological prior","original"
-1.69,4.51794804242588e-05,"Radiobiological prior","original"
-1.68,4.38028129933623e-05,"Radiobiological prior","original"
-1.67,4.24557611889955e-05,"Radiobiological prior","original"
-1.66,4.11380762410796e-05,"Radiobiological prior","original"
-1.65,3.98495030551627e-05,"Radiobiological prior","original"
-1.64,3.85897802776916e-05,"Radiobiological prior","original"
-1.63,3.73586403676151e-05,"Radiobiological prior","original"
-1.62,3.6155809674428e-05,"Radiobiological prior","original"
-1.61,3.49810085227637e-05,"Radiobiological prior","original"
-1.6,3.38339513036291e-05,"Radiobiological prior","original"
-1.59,3.27143465723705e-05,"Radiobiological prior","original"
-1.58,3.16218971534415e-05,"Radiobiological prior","original"
-1.57,3.05563002520559e-05,"Radiobiological prior","original"
-1.56,2.95172475727734e-05,"Radiobiological prior","original"
-1.55,2.85044254450702e-05,"Radiobiological prior","original"
-1.54,2.75175149559379e-05,"Radiobiological prior","original"
-1.53,2.65561920895218e-05,"Radiobiological prior","original"
-1.52,2.56201278738317e-05,"Radiobiological prior","original"
-1.51,2.4708988534501e-05,"Radiobiological prior","original"
-1.5,2.38224356556004e-05,"Radiobiological prior","original"
-1.49,2.29601263474653e-05,"Radiobiological prior","original"
-1.48,2.21217134214906e-05,"Radiobiological prior","original"
-1.47,2.13068455718447e-05,"Radiobiological prior","original"
-1.46,2.05151675640087e-05,"Radiobiological prior","original"
-1.45,1.97463204300632e-05,"Radiobiological prior","original"
-1.44,1.89999416705995e-05,"Radiobiological prior","original"
-1.43,1.82756654631306e-05,"Radiobiological prior","original"
-1.42,1.75731228768544e-05,"Radiobiological prior","original"
-1.41,1.68919420936002e-05,"Radiobiological prior","original"
-1.4,1.62317486347736e-05,"Radiobiological prior","original"
-1.39,1.55921655940948e-05,"Radiobiological prior","original"
-1.38,1.49728138759044e-05,"Radiobiological prior","original"
-1.37,1.43733124387918e-05,"Radiobiological prior","original"
-1.36,1.37932785442818e-05,"Radiobiological prior","original"
-1.35,1.32323280102953e-05,"Radiobiological prior","original"
-1.34,1.26900754690782e-05,"Radiobiological prior","original"
-1.33,1.21661346292772e-05,"Radiobiological prior","original"
-1.32,1.1660118541816e-05,"Radiobiological prior","original"
-1.31,1.11716398692137e-05,"Radiobiological prior","original"
-1.3,1.0700311157962e-05,"Radiobiological prior","original"
-1.29,1.02457451135666e-05,"Radiobiological prior","original"
-1.28,9.80755487783421e-06,"Radiobiological prior","original"
-1.27,9.38535430797895e-06,"Radiobiological prior","original"
-1.26,8.97875825709974e-06,"Radiobiological prior","original"
-1.25,8.58738285556951e-06,"Radiobiological prior","original"
-1.24,8.21084579286618e-06,"Radiobiological prior","original"
-1.23,7.84876659936237e-06,"Radiobiological prior","original"
-1.22,7.50076692758191e-06,"Radiobiological prior","original"
-1.21,7.16647083242346e-06,"Radiobiological prior","original"
-1.2,6.84550504985042e-06,"Radiobiological prior","original"
-1.19,6.53749927353461e-06,"Radiobiological prior","original"
-1.18,6.24208642895144e-06,"Radiobiological prior","original"
-1.17,5.95890294441586e-06,"Radiobiological prior","original"
-1.16,5.68758901856186e-06,"Radiobiological prior","original"
-1.15,5.42778888376902e-06,"Radiobiological prior","original"
-1.14,5.17915106505604e-06,"Radiobiological prior","original"
-1.13,4.94132863397308e-06,"Radiobiological prior","original"
-1.12,4.71397945704347e-06,"Radiobiological prior","original"
-1.11,4.49676643832816e-06,"Radiobiological prior","original"
-1.1,4.28935775571286e-06,"Radiobiological prior","original"
-1.09,4.09142709054801e-06,"Radiobiological prior","original"
-1.08,3.9026538503094e-06,"Radiobiological prior","original"
-1.07,3.72272338398698e-06,"Radiobiological prior","original"
-1.06,3.55132718995607e-06,"Radiobiological prior","original"
-1.05,3.38816311613817e-06,"Radiobiological prior","original"
-1.04,3.23293555231645e-06,"Radiobiological prior","original"
-1.03,3.08535561453659e-06,"Radiobiological prior","original"
-1.02,2.94514132159586e-06,"Radiobiological prior","original"
-1.01,2.81201776370116e-06,"Radiobiological prior","original"
-1,2.68571726346867e-06,"Radiobiological prior","original"
-0.99,2.56597952952879e-06,"Radiobiological prior","original"
-0.98,2.45255180311091e-06,"Radiobiological prior","original"
-0.97,2.34518899809527e-06,"Radiobiological prior","original"
-0.96,2.24365383514829e-06,"Radiobiological prior","original"
-0.95,2.14771697069658e-06,"Radiobiological prior","original"
-0.94,2.05715712164807e-06,"Radiobiological prior","original"
-0.93,1.97176118693594e-06,"Radiobiological prior","original"
-0.92,1.89132436714721e-06,"Radiobiological prior","original"
-0.91,1.81565028369821e-06,"Radiobiological prior","original"
-0.9,1.74455109924526e-06,"Radiobiological prior","original"
-0.89,1.67784764126467e-06,"Radiobiological prior","original"
-0.88,1.61536953101015e-06,"Radiobiological prior","original"
-0.87,1.55695532035871e-06,"Radiobiological prior","original"
-0.86,1.50245263939502e-06,"Radiobiological prior","original"
-0.85,1.45171835795938e-06,"Radiobiological prior","original"
-0.84,1.4046187648069e-06,"Radiobiological prior","original"
-0.83,1.36102976849717e-06,"Radiobiological prior","original"
-0.82,1.32083712466452e-06,"Radiobiological prior","original"
-0.81,1.28393669491789e-06,"Radiobiological prior","original"
-0.8,1.25023474329357e-06,"Radiobiological prior","original"
-0.79,1.21964827695028e-06,"Radiobiological prior","original"
-0.78,1.19210543866096e-06,"Radiobiological prior","original"
-0.77,1.16754595964181e-06,"Radiobiological prior","original"
-0.76,1.14592168237814e-06,"Radiobiological prior","original"
-0.75,1.12719716438226e-06,"Radiobiological prior","original"
-0.74,1.11135037527329e-06,"Radiobiological prior","original"
-0.73,1.09837350122841e-06,"Radiobiological prior","original"
-0.72,1.08827387275084e-06,"Radiobiological prior","original"
-0.71,1.08107503386503e-06,"Radiobiological prior","original"
-0.7,1.0768179733259e-06,"Radiobiological prior","original"
-0.69,1.07556254125692e-06,"Radiobiological prior","original"
-0.68,1.07738907786733e-06,"Radiobiological prior","original"
-0.67,1.08240028459386e-06,"Radiobiological prior","original"
-0.66,1.0907233722353e-06,"Radiobiological prior","original"
-0.65,1.10251252546982e-06,"Radiobiological prior","original"
-0.64,1.11795172864808e-06,"Radiobiological prior","original"
-0.63,1.13725800403071e-06,"Radiobiological prior","original"
-0.62,1.16068512079013e-06,"Radiobiological prior","original"
-0.61,1.18852784123788e-06,"Radiobiological prior","original"
-0.6,1.22112677999708e-06,"Radiobiological prior","original"
-0.59,1.25887396235686e-06,"Radiobiological prior","original"
-0.58,1.30221917997781e-06,"Radiobiological prior","original"
-0.57,1.35167725563525e-06,"Radiobiological prior","original"
-0.56,1.40783634398181e-06,"Radiobiological prior","original"
-0.55,1.47136741258606e-06,"Radiobiological prior","original"
-0.54,1.54303506698513e-06,"Radiobiological prior","original"
-0.53,1.62370990541891e-06,"Radiobiological prior","original"
-0.52,1.71438261355438e-06,"Radiobiological prior","original"
-0.51,1.8161800371379e-06,"Radiobiological prior","original"
-0.5,1.93038350143111e-06,"Radiobiological prior","original"
-0.49,2.05844968080636e-06,"Radiobiological prior","original"
-0.48,2.20203436032737e-06,"Radiobiological prior","original"
-0.47,2.36301947386455e-06,"Radiobiological prior","original"
-0.46,2.54354385063787e-06,"Radiobiological prior","original"
-0.45,2.74603815440449e-06,"Radiobiological prior","original"
-0.44,2.97326455715686e-06,"Radiobiological prior","original"
-0.43,3.22836175252507e-06,"Radiobiological prior","original"
-0.42,3.51489598340722e-06,"Radiobiological prior","original"
-0.41,3.83691883398893e-06,"Radiobiological prior","original"
-0.4,4.19903261853365e-06,"Radiobiological prior","original"
-0.39,4.60646428839344e-06,"Radiobiological prior","original"
-0.38,5.06514887499745e-06,"Radiobiological prior","original"
-0.37,5.58182359131204e-06,"Radiobiological prior","original"
-0.36,6.16413383211251e-06,"Radiobiological prior","original"
-0.35,6.82075246280738e-06,"Radiobiological prior","original"
-0.34,7.56151403516457e-06,"Radiobiological prior","original"
-0.33,8.39756614539093e-06,"Radiobiological prior","original"
-0.32,9.34154177217984e-06,"Radiobiological prior","original"
-0.31,1.04077611598856e-05,"Radiobiological prior","original"
-0.3,1.16124850851161e-05,"Radiobiological prior","original"
-0.29,1.29742763233606e-05,"Radiobiological prior","original"
-0.28,1.45146118913161e-05,"Radiobiological prior","original"
-0.27,1.62590836220698e-05,"Radiobiological prior","original"
-0.26,1.8239935054977e-05,"Radiobiological prior","original"
-0.25,2.05014813612963e-05,"Radiobiological prior","original"
-0.24,2.31113935864832e-05,"Radiobiological prior","original"
-0.23,2.61831994037672e-05,"Radiobiological prior","original"
-0.22,2.99189406817706e-05,"Radiobiological prior","original"
-0.21,3.46858577227949e-05,"Radiobiological prior","original"
-0.2,4.1147018756755e-05,"Radiobiological prior","original"
-0.19,5.04722173995615e-05,"Radiobiological prior","original"
-0.18,6.46607987357909e-05,"Radiobiological prior","original"
-0.17,8.70103266634565e-05,"Radiobiological prior","original"
-0.16,0.000122761857770219,"Radiobiological prior","original"
-0.15,0.000179941979589297,"Radiobiological prior","original"
-0.14,0.000270402581394391,"Radiobiological prior","original"
-0.13,0.000411032007375032,"Radiobiological prior","original"
-0.12,0.000625078193054948,"Radiobiological prior","original"
-0.11,0.00094348987297735,"Radiobiological prior","original"
-0.1,0.00140615152828152,"Radiobiological prior","original"
-0.09,0.00206286727441605,"Radiobiological prior","original"
-0.08,0.00297394334945691,"Radiobiological prior","original"
-0.07,0.00421023126718204,"Radiobiological prior","original"
-0.06,0.0058525243802194,"Radiobiological prior","original"
-0.05,0.00799024702693793,"Radiobiological prior","original"
-0.04,0.0107194325986185,"Radiobiological prior","original"
-0.03,0.0141400481080239,"Radiobiological prior","original"
-0.02,0.0183527809742416,"Radiobiological prior","original"
-0.01,0.0234554521510832,"Radiobiological prior","original"
0,0.029539253318883,"Radiobiological prior","original"
0.01,0.0366850216401048,"Radiobiological prior","original"
0.02,0.0449597628633871,"Radiobiological prior","original"
0.03,0.0544136138064874,"Radiobiological prior","original"
0.04,0.0650774016109783,"Radiobiological prior","original"
0.05,0.076960913884848,"Radiobiological prior","original"
0.06,0.0900519456178999,"Radiobiological prior","original"
0.07,0.104316140104228,"Radiobiological prior","original"
0.08,0.119697595960967,"Radiobiological prior","original"
0.09,0.136120173706945,"Radiobiological prior","original"
0.1,0.153489405229216,"Radiobiological prior","original"
0.11,0.17169488875054,"Radiobiological prior","original"
0.12,0.190613040629267,"Radiobiological prior","original"
0.13,0.210110072747645,"Radiobiological prior","original"
0.14,0.230045069130025,"Radiobiological prior","original"
0.15,0.250273046224675,"Radiobiological prior","original"
0.16,0.270647896317249,"Radiobiological prior","original"
0.17,0.291025131194746,"Radiobiological prior","original"
0.18,0.311264361980332,"Radiobiological prior","original"
0.19,0.331231469773848,"Radiobiological prior","original"
0.2,0.350800439384963,"Radiobiological prior","original"
0.21,0.369854844336576,"Radiobiological prior","original"
0.22,0.388288984991882,"Radiobiological prior","original"
0.23,0.406008692897736,"Radiobiological prior","original"
0.24,0.422931823191826,"Radiobiological prior","original"
0.25,0.438988463293704,"Radiobiological prior","original"
0.26,0.454120890288114,"Radiobiological prior","original"
0.27,0.468283311677284,"Radiobiological prior","original"
0.28,0.48144142482623,"Radiobiological prior","original"
0.29,0.493571829759104,"Radiobiological prior","original"
0.3,0.50466132828212,"Radiobiological prior","original"
0.31,0.514706139986432,"Radiobiological prior","original"
0.32,0.523711062765907,"Radiobiological prior","original"
0.33,0.531688602279937,"Radiobiological prior","original"
0.34,0.538658091473173,"Radiobiological prior","original"
0.35,0.544644817968927,"Radiobiological prior","original"
0.36,0.549679173989157,"Radiobiological prior","original"
0.37,0.553795840490405,"Radiobiological prior","original"
0.38,0.557033014501674,"Radiobiological prior","original"
0.39,0.559431686227249,"Radiobiological prior","original"
0.4,0.561034970354675,"Radiobiological prior","original"
0.41,0.561887494180956,"Radiobiological prior","original"
0.42,0.562034843628685,"Radiobiological prior","original"
0.43,0.561523066953857,"Radiobiological prior","original"
0.44,0.560398234920633,"Radiobiological prior","original"
0.45,0.558706055416904,"Radiobiological prior","original"
0.46,0.556491539877484,"Radiobiological prior","original"
0.47,0.553798718445925,"Radiobiological prior","original"
0.48,0.550670400515029,"Radiobiological prior","original"
0.49,0.547147977118339,"Radiobiological prior","original"
0.5,0.543271261575199,"Radiobiological prior","original"
0.51,0.539078364807011,"Radiobiological prior","original"
0.52,0.534605601817449,"Radiobiological prior","original"
0.53,0.529887425957178,"Radiobiological prior","original"
0.54,0.524956387753798,"Radiobiological prior","original"
0.55,0.519843115277307,"Radiobiological prior","original"
0.56,0.514576313213557,"Radiobiological prior","original"
0.57,0.509182778031301,"Radiobiological prior","original"
0.58,0.503687426843271,"Radiobiological prior","original"
0.59,0.498113337776035,"Radiobiological prior","original"
0.6,0.492481799870101,"Radiobiological prior","original"
0.61,0.486812370732043,"Radiobiological prior","original"
0.62,0.481122940349895,"Radiobiological prior","original"
0.63,0.475429799660722,"Radiobiological prior","original"
0.64,0.46974771262576,"Radiobiological prior","original"
0.65,0.464089990720651,"Radiobiological prior","original"
0.66,0.458468568890684,"Radiobiological prior","original"
0.67,0.452894082147192,"Radiobiological prior","original"
0.68,0.447375942099972,"Radiobiological prior","original"
0.69,0.4419224128235,"Radiobiological prior","original"
0.7,0.436540685550703,"Radiobiological prior","original"
0.71,0.431236951771663,"Radiobiological prior","original"
0.72,0.426016474389207,"Radiobiological prior","original"
0.73,0.420883656651033,"Radiobiological prior","original"
0.74,0.415842108635577,"Radiobiological prior","original"
0.75,0.410894711120709,"Radiobiological prior","original"
0.76,0.406043676709568,"Radiobiological prior","original"
0.77,0.401290608126745,"Radiobiological prior","original"
0.78,0.396636553632307,"Radiobiological prior","original"
0.79,0.39208205953012,"Radiobiological prior","original"
0.8,0.387627219772284,"Radiobiological prior","original"
0.81,0.383271722682441,"Radiobiological prior","original"
0.82,0.379014894839316,"Radiobiological prior","original"
0.83,0.374855742176235,"Radiobiological prior","original"
0.84,0.37079298836538,"Radiobiological prior","original"
0.85,0.366825110565367,"Radiobiological prior","original"
0.86,0.362950372619007,"Radiobiological prior","original"
0.87,0.359166855794492,"Radiobiological prior","original"
0.88,0.355472487167995,"Radiobiological prior","original"
0.89,0.351865065749232,"Radiobiological prior","original"
0.9,0.348342286453688,"Radiobiological prior","original"
0.91,0.344901762026455,"Radiobiological prior","original"
0.92,0.341541043023223,"Radiobiological prior","original"
0.93,0.338257635953245,"Radiobiological prior","original"
0.94,0.335049019688163,"Radiobiological prior","original"
0.95,0.331912660239032,"Radiobiological prior","original"
0.96,0.328846024001868,"Radiobiological prior","original"
0.97,0.325846589569054,"Radiobiological prior","original"
0.98,0.322911858202036,"Radiobiological prior","original"
0.99,0.32003936305667,"Radiobiological prior","original"
1,0.317226677250191,"Radiobiological prior","original"
1.01,0.314471420854589,"Radiobiological prior","original"
1.02,0.311771266898329,"Radiobiological prior","original"
1.03,0.309123946454052,"Radiobiological prior","original"
1.04,0.306527252886747,"Radiobiological prior","original"
1.05,0.303979045332904,"Radiobiological prior","original"
1.06,0.301477251477478,"Radiobiological prior","original"
1.07,0.299019869691914,"Radiobiological prior","original"
1.08,0.296604970592928,"Radiobiological prior","original"
1.09,0.294230698078001,"Radiobiological prior","original"
1.1,0.291895269890315,"Radiobiological prior","original"
1.11,0.289596977762152,"Radiobiological prior","original"
1.12,0.287334187183079,"Radiobiological prior","original"
1.13,0.285105336835299,"Radiobiological prior","original"
1.14,0.282908937736309,"Radiobiological prior","original"
1.15,0.280743572125516,"Radiobiological prior","original"
1.16,0.278607892128829,"Radiobiological prior","original"
1.17,0.276500618232813,"Radiobiological prior","original"
1.18,0.274420537597023,"Radiobiological prior","original"
1.19,0.272366502231126,"Radiobiological prior","original"
1.2,0.270337427060818,"Radiobiological prior","original"
1.21,0.268332287904719,"Radiobiological prior","original"
1.22,0.266350119382055,"Radiobiological prior","original"
1.23,0.264390012769232,"Radiobiological prior","original"
1.24,0.262451113821725,"Radiobiological prior","original"
1.25,0.260532620575651,"Radiobiological prior","original"
1.26,0.25863378114227,"Radiobiological prior","original"
1.27,0.256753891506982,"Radiobiological prior","original"
1.28,0.254892293343007,"Radiobiological prior","original"
1.29,0.253048371848849,"Radiobiological prior","original"
1.3,0.251221553617353,"Radiobiological prior","original"
1.31,0.249411304543216,"Radiobiological prior","original"
1.32,0.24761712777474,"Radiobiological prior","original"
1.33,0.245838561714775,"Radiobiological prior","original"
1.34,0.244075178075056,"Radiobiological prior","original"
1.35,0.242326579987193,"Radiobiological prior","original"
1.36,0.240592400173176,"Radiobiological prior","original"
1.37,0.238872299177414,"Radiobiological prior","original"
1.38,0.23716596366188,"Radiobiological prior","original"
1.39,0.235473104765465,"Radiobiological prior","original"
1.4,0.233793456528175,"Radiobiological prior","original"
1.41,0.232126774380335,"Radiobiological prior","original"
1.42,0.230472833696767,"Radiobiological prior","original"
1.43,0.228831428415516,"Radiobiological prior","original"
1.44,0.227202369720393,"Radiobiological prior","original"
1.45,0.225585484786443,"Radiobiological prior","original"
1.46,0.223980615587276,"Radiobiological prior","original"
1.47,0.222387617762806,"Radiobiological prior","original"
1.48,0.220806359546201,"Radiobiological prior","original"
1.49,0.219236720748252,"Radiobiological prior","original"
1.5,0.217678591797673,"Radiobiological prior","original"
1.51,0.216131872835511,"Radiobiological prior","original"
1.52,0.214596472861904,"Radiobiological prior","original"
1.53,0.213072308933328,"Radiobiological prior","original"
1.54,0.211559305408528,"Radiobiological prior","original"
1.55,0.210057393241109,"Radiobiological prior","original"
1.56,0.208566509317082,"Radiobiological prior","original"
1.57,0.207086595835288,"Radiobiological prior","original"
1.58,0.205617599729002,"Radiobiological prior","original"
1.59,0.204159472126702,"Radiobiological prior","original"
1.6,0.202712167850311,"Radiobiological prior","original"
1.61,0.201275644949019,"Radiobiological prior","original"
1.62,0.199849864267018,"Radiobiological prior","original"
1.63,0.198434789043331,"Radiobiological prior","original"
1.64,0.197030384542191,"Radiobiological prior","original"
1.65,0.195636617712251,"Radiobiological prior","original"
1.66,0.194253456873082,"Radiobiological prior","original"
1.67,0.19288087142751,"Radiobiological prior","original"
1.68,0.191518831598206,"Radiobiological prior","original"
1.69,0.190167308187219,"Radiobiological prior","original"
1.7,0.18882627235706,"Radiobiological prior","original"
1.71,0.187495695432017,"Radiobiological prior","original"
1.72,0.186175548718498,"Radiobiological prior","original"
1.73,0.184865803343174,"Radiobiological prior","original"
1.74,0.183566430107781,"Radiobiological prior","original"
1.75,0.182277399359508,"Radiobiological prior","original"
1.76,0.180998680875949,"Radiobiological prior","original"
1.77,0.179730243763562,"Radiobiological prior","original"
1.78,0.178472056368808,"Radiobiological prior","original"
1.79,0.177224086200955,"Radiobiological prior","original"
1.8,0.17598629986581,"Radiobiological prior","original"
1.81,0.174758663009511,"Radiobiological prior","original"
1.82,0.17354114027163,"Radiobiological prior","original"
1.83,0.172333695246929,"Radiobiological prior","original"
1.84,0.171136290454995,"Radiobiological prior","original"
1.85,0.16994888731721,"Radiobiological prior","original"
1.86,0.168771446140403,"Radiobiological prior","original"
1.87,0.167603926106619,"Radiobiological prior","original"
1.88,0.166446285268541,"Radiobiological prior","original"
1.89,0.165298480549946,"Radiobiological prior","original"
1.9,0.16416046775084,"Radiobiological prior","original"
1.91,0.163032201556801,"Radiobiological prior","original"
1.92,0.161913635552066,"Radiobiological prior","original"
1.93,0.160804722236078,"Radiobiological prior","original"
1.94,0.15970541304305,"Radiobiological prior","original"
1.95,0.158615658364231,"Radiobiological prior","original"
1.96,0.157535407572631,"Radiobiological prior","original"
1.97,0.156464609049818,"Radiobiological prior","original"
1.98,0.155403210214567,"Radiobiological prior","original"
1.99,0.154351157553144,"Radiobiological prior","original"
2,0.153308396650912,"Radiobiological prior","original"
2.01,0.152274872225132,"Radiobiological prior","original"
2.02,0.151250528158712,"Radiobiological prior","original"
2.03,0.150235307534714,"Radiobiological prior","original"
2.04,0.149229152671519,"Radiobiological prior","original"
2.05,0.148232005158382,"Radiobiological prior","original"
2.06,0.147243805891384,"Radiobiological prior","original"
2.07,0.14626449510949,"Radiobiological prior","original"
2.08,0.14529401243074,"Radiobiological prior","original"
2.09,0.144332296888364,"Radiobiological prior","original"
2.1,0.143379286966789,"Radiobiological prior","original"
2.11,0.142434920637388,"Radiobiological prior","original"
2.12,0.141499135393965,"Radiobiological prior","original"
2.13,0.140571868287834,"Radiobiological prior","original"
2.14,0.139653055962477,"Radiobiological prior","original"
2.15,0.138742634687696,"Radiobiological prior","original"
2.16,0.137840540393215,"Radiobiological prior","original"
2.17,0.136946708701693,"Radiobiological prior","original"
2.18,0.136061074961117,"Radiobiological prior","original"
2.19,0.135183574276503,"Radiobiological prior","original"
2.2,0.134314141540916,"Radiobiological prior","original"
2.21,0.133452711465773,"Radiobiological prior","original"
2.22,0.132599218610392,"Radiobiological prior","original"
2.23,0.131753597410787,"Radiobiological prior","original"
2.24,0.130915782207695,"Radiobiological prior","original"
2.25,0.1300857072738,"Radiobiological prior","original"
2.26,0.129263306840194,"Radiobiological prior","original"
2.27,0.128448515122012,"Radiobiological prior","original"
2.28,0.1276412663433,"Radiobiological prior","original"
2.29,0.126841494761029,"Radiobiological prior","original"
2.3,0.126049134688387,"Radiobiological prior","original"
2.31,0.125264120517199,"Radiobiological prior","original"
2.32,0.124486386739607,"Radiobiological prior","original"
2.33,0.123715867968957,"Radiobiological prior","original"
2.34,0.122952498959889,"Radiobiological prior","original"
2.35,0.122196214627679,"Radiobiological prior","original"
2.36,0.121446950066842,"Radiobiological prior","original"
2.37,0.120704640568933,"Radiobiological prior","original"
2.38,0.119969221639678,"Radiobiological prior","original"
2.39,0.119240629015348,"Radiobiological prior","original"
2.4,0.11851879867843,"Radiobiological prior","original"
2.41,0.117803666872613,"Radiobiological prior","original"
2.42,0.117095170117089,"Radiobiological prior","original"
2.43,0.116393245220186,"Radiobiological prior","original"
2.44,0.115697829292364,"Radiobiological prior","original"
2.45,0.115008859758554,"Radiobiological prior","original"
2.46,0.114326274369912,"Radiobiological prior","original"
2.47,0.113650011214926,"Radiobiological prior","original"
2.48,0.112980008729973,"Radiobiological prior","original"
2.49,0.112316205709296,"Radiobiological prior","original"
2.5,0.111658541314396,"Radiobiological prior","original"
2.51,0.111006955082926,"Radiobiological prior","original"
2.52,0.110361386937033,"Radiobiological prior","original"
2.53,0.109721777191189,"Radiobiological prior","original"
2.54,0.109088066559553,"Radiobiological prior","original"
2.55,0.108460196162826,"Radiobiological prior","original"
2.56,0.107838107534649,"Radiobiological prior","original"
2.57,0.107221742627572,"Radiobiological prior","original"
2.58,0.106611043818558,"Radiobiological prior","original"
